,Announcement_Date,PURPOSE,REMARKS
354,27-02-2017,Others,"Yes  Bank  Ltd has informed BSE that the Bank has  allotted  2,86,470  (..."
355,16-02-2017,Others,Yes Bank Ltd has informed BSE regarding a Press Release dated February  ...
356,09-02-2017,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 1,18,190 (One L..."
357,27-01-2017,Others,Yes  Bank Ltd has informed BSE regarding a Press Release dated January  ...
358,24-01-2017,Others,Yes  Bank Ltd has informed BSE regarding a Press Release dated January  ...
359,23-01-2017,Others,Yes  Bank Ltd has informed BSE regarding a Press Release dated January  ...
360,20-01-2017,Others,Yes  Bank Ltd has informed BSE regarding a Press Release dated January  ...
361,17-01-2017,Others,Yes  Bank Ltd has informed BSE regarding a Press Release dated January  ...
362,16-01-2017,Others,Yes  Bank Ltd has informed BSE regarding a Press Release dated January  ...
363,12-01-2017,Others,Yes  Bank Ltd has informed BSE regarding a Press Release dated January  ...
364,11-01-2017,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 186,015 (One  L..."
365,06-01-2017,Others,Yes  Bank Ltd has informed BSE regarding a Press Release dated January  ...
366,05-01-2017,Others,Yes  Bank Ltd has informed BSE regarding a Press Release dated January  ...
367,04-01-2017,Others,Yes  Bank Ltd has informed BSE regarding a Press Release dated January  ...
368,30-12-2016,Others,Yes  Bank Ltd has informed BSE regarding YES BANK places INR 330 Crore  ...
369,28-12-2016,Others,Yes Bank Ltd has informed BSE regarding a Press Release dated December  ...
370,23-12-2016,Others,Yes Bank Ltd has informed BSE regarding a Press Release dated December  ...
371,02-12-2016,Others,Yes Bank Ltd has informed BSE regarding a Press Release dated December  ...
372,30-11-2016,Others,Yes Bank Ltd has informed BSE regarding a Press Release dated November  ...
373,24-11-2016,Others,Convenience and support Digital PaymentsYes Bank Ltd has informed BSE re...
374,23-11-2016,Others,Yes   Bank  Ltd  has  informed  BSE  regarding  Schedule  of   Analyst  ...
375,15-11-2016,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 81,400 (Eighty ..."
376,09-11-2016,Others,The  Exchange  has sought clarification from Yes Bank Ltd on  recent  me...
377,01-11-2016,Others,Yes Bank Ltd has submitted to BSE a copy of Press Release dated October ...
378,10-10-2016,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 6,22,705 (Six L..."
379,26-09-2016,Others,"Yes  Bank Ltd has informed BSE that the Bank has allotted  3,13,938  (Th..."
380,08-09-2016,Others,"With  referenec to the earlier letter dated September 07,  2016  intimat..."
381,26-08-2016,Others,"Yes  Bank Ltd has informed BSE that the Bank has allotted  72,428  (Seve..."
382,17-08-2016,Others,Yes Bank Ltd has submitted to BSE a copy of Press Release dated August  ...
383,11-08-2016,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 56,300 (Fifty  ..."
384,22-07-2016,Others,"Yes  Bank  Ltd has informed BSE that the Bank has  allotted  53,160  (Fi..."
385,24-06-2016,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 52,300 (Fifty  ..."
386,14-06-2016,Others,"Yes  Bank  Ltd has informed BSE that the Bank has allotted 43,  350  (Fo..."
387,10-06-2016,Others,Yes Bank Ltd has informed BSE that Bank has executed a ''Share Subscript...
388,25-05-2016,Others,"Yes  Bank Ltd has informed BSE that the Bank has allotted  73,800  (Seve..."
389,13-05-2016,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 1,01,300 (One L..."
390,11-05-2016,Others,Yes Bank Ltd has informed BSE that the Annual General Meeting (AGM) of  ...
391,05-05-2016,Others,"Yes Bank Ltd has informed BSE regarding a Press Release dated May 05,  2..."
392,03-05-2016,Others,"Yes Bank Ltd has informed BSE regarding a Press Release dated May 01, 20..."
393,02-05-2016,Others,"Yes  Bank  Ltd has informed BSE that the Bank has  allotted  68,200  (Si..."
394,28-04-2016,Others,"Yes  Bank  Ltd has informed BSE that Mr. Ajay Vohra has on April  28,  2..."
395,27-04-2016,Others,Yes  Bank Ltd has informed BSE that the Board of Directors of the  Bank ...
396,20-04-2016,Others,Yes  Bank  Ltd has informed BSE regarding Quarterly Statement  on  Inves...
397,11-04-2016,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 2,23,150 (Two L..."
398,05-04-2016,Others,Yes  Bank  Ltd has informed BSE regarding a Press Release dated  April  ...
399,04-04-2016,Others,Yes Bank Ltd has informed BSE that the Bank has successfully raised INR ...
400,01-04-2016,Others,Yes  Bank  Ltd has informed BSE regarding a Press Release dated  April  ...
401,31-03-2016,Others,Yes  Bank Ltd has informed BSE that the Trading window will be  closed  ...
402,30-03-2016,Others,Yes Bank Ltd has informed BSE that Mr. Ravish Chopra has resigned from  ...
403,23-03-2016,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 91,100 (Ninety ..."
404,21-03-2016,Others,Yes Bank Ltd has informed BSE regarding Schedule of  Analyst/Institution...
405,15-03-2016,Others,Yes  Bank  Ltd has informed BSE regarding Details of  Analyst  /  Invest...
406,11-03-2016,Others,Yes  Bank  Ltd  has  submitted to BSE a copy  of  Schedule  of  Analysts...
407,08-03-2016,Others,Yes Bank Ltd has informed BSE that the Board of Directors of the Bank  h...
408,03-03-2016,Others,"Yes  Bank Ltd has informed BSE that YES BANK has acquired  5,00,750  equ..."
409,01-03-2016,Others,Yes Bank Ltd has informed BSE regarding Schedule of  Analyst/Institution...
410,25-02-2016,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 1,05,050 (One L..."
411,15-02-2016,Others,Yes   Bank  Ltd  has  informed  BSE  regarding  Schedule  of   Analyst  ...
412,12-02-2016,Others,Yes Bank Ltd has informed BSE regarding Schedule of  Analyst/Institution...
413,11-02-2016,Others,"Yes  Bank  Ltd has informed BSE that the Bank has  allotted  2,93,775  (..."
414,05-02-2016,Others,Yes   Bank  Ltd  has  informed  BSE  regarding  Schedule  of   Analyst  ...
415,01-02-2016,Others,Yes Bank Ltd has submitted to BSE a copy of Investor Presentation.
416,29-01-2016,Others,Yes  Bank Ltd has informed BSE that the Board of Directors of the  Bank ...
417,28-01-2016,Others,Yes Bank Ltd has informed BSE regarding Intimation of Conference Call  f...
418,25-01-2016,Others,"Yes  Bank  Ltd has informed BSE that the Bank has  allotted  2,26,746  (..."
419,21-01-2016,Others,Yes  Bank  Ltd has informed BSE regarding Quarterly Statement  on  Inves...
420,13-01-2016,Others,Yes  Bank Ltd has informed BSE that a meeting of the Board of Directors ...
421,12-01-2016,Others,"Yes  Bank  Ltd has informed BSE that the Bank has  allotted  2,16,895  (..."
422,01-01-2016,Others,Yes  Bank Ltd has informed BSE that the Trading window will be  closed  ...
423,31-12-2015,Others,Yes  Bank  Ltd has informed BSE that the Bank has successfully  raised  ...
424,24-12-2015,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 1,77,750 (One  ..."
425,22-12-2015,Others,Yes Bank Ltd has informed BSE regarding a Press Release dated Decembeer ...
426,11-12-2015,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 1,03,080 (One  ..."
427,01-12-2015,Others,Yes Bank Ltd has submitted to BSE a copy of Press Release titled Yes  Ba...
428,30-11-2015,Others,Yes  Bank  Ltd has informed BSE that Pursuant to Regulation  30(5)  of  ...
429,26-11-2015,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 56,700 (Fifty  ..."
430,13-11-2015,Others,Yes Bank Ltd has informed BSE regarding a Press Release dated November  ...
431,10-11-2015,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 81,300 (Eighty ..."
432,27-10-2015,Others,Yes  Bank Ltd has informed BSE regarding a Press Release dated October  ...
433,20-10-2015,Others,"With reference to the earlier letter dated October 20, 2015 intimating  ..."
434,19-10-2015,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 1,15,125 (One L..."
435,13-10-2015,Others,Yes Bank Ltd has submitted to BSE a copy of Press Release dated October ...
436,12-10-2015,Others,Yes Bank Ltd has submitted to BSE a copy of Press Release dated October ...
437,07-10-2015,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 1,95,546 (One L..."
438,05-10-2015,Others,Yes  Bank Ltd has informed BSE that the Trading window will be  closed  ...
439,01-10-2015,Others,Yes  Bank Ltd has informed BSE regarding a Press Release dated October  ...
440,30-09-2015,Others,Yes  Bank Ltd has informed BSE that the Trading window will be  closed  ...
441,21-09-2015,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 1,23,255 (One L..."
442,09-09-2015,Others,"YES BANK makes significant investment commitment inChennai, speaking at ..."
443,07-09-2015,Others,"Yes  Bank  Ltd has informed BSE that the Bank has  allotted  2,01,704  (..."
444,01-09-2015,Others,Yes Bank Ltd has informed BSE regarding a Press Release dated September ...
445,25-08-2015,Others,Yes  Bank  Ltd has informed BSE that the Bank has  received  approval  f...
446,24-08-2015,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 1,02,500 (One L..."
447,19-08-2015,Others,The  Exchange  had sought clarification from Yes Bank Ltd with  respect ...
448,18-08-2015,Others,The  Exchange  has sought clarification from Yes Bank Ltd with  respect ...
449,10-08-2015,Others,"Yes  Bank  Ltd has informed BSE that the Bank has  allotted  2,34,531  (..."
450,05-08-2015,Others,Yes  Bank Ltd has informed BSE regarding a Press Release dated  August  ...
451,22-07-2015,Others,Yes Bank Ltd has informed BSE about formulation and adoption of Codes un...
452,15-07-2015,Others,Yes  Bank Ltd has informed BSE that a meeting of the Board of Directors ...
453,14-07-2015,Others,in Gujarat International Finance Tec City (GIFT)Yes Bank Ltd has informe...
454,10-07-2015,Others,Yes  Bank Ltd has informed BSE regarding Research Report published by  U...
455,08-07-2015,Others,Yes  Bank  Ltd has informed BSE regarding a Press Release  dated  July  ...
456,01-07-2015,Others,Yes  Bank Ltd has informed BSE that the Trading window will be  closed  ...
457,23-06-2015,Others,"Yes  Bank  Ltd has informed BSE that the Bank has  allotted  67,115  (Si..."
458,19-06-2015,Others,Yes  Bank Ltd has informed BSE that in furtherance of the results  decla...
459,18-06-2015,Others,Yes  Bank  Ltd has informed BSE regarding a Press Release  dated  June  ...
460,08-06-2015,Others,Yes  Bank Ltd has informed BSE regarding the details of Voting  results ...
461,15-05-2015,Others,Yes Bank Ltd has informed BSE that the Bank has formulated and adopted  ...
462,12-05-2015,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 44,197 (Forty F..."
463,11-05-2015,Others,Yes  Bank Ltd has informed BSE that the 11th Annual General Meeting   (A...
464,21-04-2015,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 2,60,294 (Two L..."
465,13-04-2015,Others,Yes  Bank  Ltd has informed BSE the Trading window will be closed  for  ...
466,31-03-2015,Others,Yes  Bank Ltd has informed BSE that the Trading window will be  closed  ...
467,17-03-2015,Others,The  Exchange  had sought clarification from Yes Bank Ltd with  respect ...
468,09-03-2015,Others,"Yes  Bank  Ltd has informed BSE that the Bank has  allotted  57,889  (Fi..."
469,25-02-2015,Others,Yes Bank Ltd has informed BSE regarding a Press Release dated February  ...
470,16-02-2015,Others,Yes Bank Ltd has informed BSE regarding a Press Release dated February  ...
471,09-02-2015,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 1,32,615 (One L..."
472,27-01-2015,Others,Yes  Bank Ltd has informed BSE regarding a Press Release titled  Yes  Ba...
473,19-01-2015,Others,Yes  Bank Ltd has informed BSE regarding the details of Voting  results ...
474,13-01-2015,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 2,89,944 (Two L..."
475,05-01-2015,Others,Yes  Bank Ltd has informed BSE that the Trading window will be  closed  ...
476,31-12-2014,Others,Yes  Bank Ltd has informed BSE that the Trading window will be  closed  ...
477,23-12-2014,Others,Yes Bank Ltd has informed BSE regarding a Press Release dated December  ...
478,16-12-2014,Others,Yes Bank Ltd has informed BSE that the members of the Company will consi...
479,08-12-2014,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 1,76,220 (One L..."
480,14-11-2014,Others,"Yes  Bank  Ltd has informed BSE that the Bank has allotted  4,57,842  (F..."
481,30-10-2014,Others,Yes Bank Ltd has informed BSE that pursuant to the approval of the  Rese...
482,20-10-2014,Others,Yes  Bank Ltd has informed BSE regarding a Press Release dated October  ...
483,10-10-2014,Others,"Yes  Bank  Ltd has informed BSE that the Bank has allotted  5,20,065  (F..."
484,30-09-2014,Others,Yes  Bank Ltd has informed BSE that the Trading window will be  closed  ...
485,17-09-2014,Others,Yes Bank Ltd has informed BSE regarding a Press Release dated September ...
486,11-09-2014,Others,"Yes  Bank  Ltd has informed BSE that the Bank has allotted  4,43,000  (F..."
487,08-08-2014,Others,"Yes  Bank  Ltd has informed BSE that the Bank has allotted  4,59,325  (F..."
488,07-08-2014,Others,Yes  Bank Ltd has informed BSE regarding a Press Release dated  August  ...
489,18-07-2014,Others,Yes  Bank  Ltd has informed BSE regarding a Press Release  dated  July  ...
490,14-07-2014,Others,"Yes  Bank  Ltd has informed BSE that the Bank has allotted  4,88,825  (F..."
491,30-06-2014,Others,Yes  Bank Ltd has informed BSE that the Trading Window will be  closed  ...
492,17-06-2014,Others,"With  reference  to  earlier announcement dated June  16,   2014  regard..."
493,16-06-2014,Others,Yes  Bank Ltd has informed BSE regarding the details of Voting  results ...
494,10-06-2014,Others,"Yes  Bank Ltd has informed BSE that the Bank has allotted  3,02,900  (Th..."
495,05-06-2014,Others,"Yes  Bank  Ltd has informed BSE that in respect of the  QIP,   the  Capi..."
496,03-06-2014,Others,Yes  Bank  Ltd  has informed BSE about resolutions passed  by  the  Capi...
497,30-05-2014,Others,"Yes Bank Ltd has informed BSE regarding a Press Release dated May 30,  2..."
498,20-05-2014,Others,Yes  Bank Ltd has informed BSE that the 10th Annual General Meeting   (A...
499,08-05-2014,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 1,71,250 (One  ..."
500,28-04-2014,Others,"With  reference to the earlier announcement dated April 25, 2014  regard..."
501,25-04-2014,Others,With  reference to the news item appearing in a leading financial daily ...
502,15-04-2014,Others,Yes  Bank Ltd has informed BSE that the Trading window will be  closed  ...
503,07-04-2014,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 1,10,325 (One  ..."
504,01-04-2014,Others,Yes  Bank  Ltd has informed BSE regarding a Press Release dated  March  ...
505,28-03-2014,Others,Yes  Bank Ltd has informed BSE that the Trading window will be  closed  ...
506,11-03-2014,Others,"Yes  Bank  Ltd  has  informed BSE that the Bank  has  allotted  6,650  (..."
507,07-02-2014,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 22,100 (Twenty ..."
508,13-01-2014,Others,"Yes  Bank  Ltd has informed BSE that the Bank has allotted  49,735   (Fo..."
509,06-01-2014,Others,"With  reference  to  the  earlier  announcement  dated  December  31,  2..."
510,31-12-2013,Others,Yes  Bank Ltd has informed BSE that the Trading window will be  closed  ...
511,23-12-2013,Others,Yes Bank Ltd has informed BSE that the Bank has raised USD 150 million f...
512,06-12-2013,Others,"Yes  Bank Ltd has informed BSE that the Bank has allotted  24,125   (Twe..."
513,08-11-2013,Others,Yes  Bank Ltd has informed BSE regarding the details of Voting  results ...
514,07-11-2013,Others,"Yes  Bank  Ltd has informed BSE that the Bank has allotted  34,257  (Thi..."
515,14-10-2013,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 64,889 (Sixty F..."
516,07-10-2013,Others,Yes Bank Ltd has informed BSE that the members of the Bank will consider...
517,17-09-2013,Others,Yes Bank Ltd has informed BSE regarding a Press Release dated September ...
518,13-08-2013,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 2,10,890 (Two L..."
519,31-07-2013,Others,Yes  Bank Ltd has informed BSE that the Bank has revised its deposit  ra...
520,10-07-2013,Others,"Yes  Bank  Ltd has informed BSE that the Bank has allotted  4,62,295  (F..."
521,14-06-2013,Others,"Yes  Bank  Ltd has informed BSE that the Bank has allotted  4,27,596  (F..."
522,10-06-2013,Others,Yes  Bank Ltd has informed BSE regarding the details of Voting  results ...
523,23-05-2013,Others,Yes  Bank Ltd has informed BSE that the 9th Annual General  Meeting   (A...
524,20-05-2013,Others,Yes  Bank  Ltd has informed BSE that Mr. Shivanand R.  Shettigar  has  b...
525,15-05-2013,Others,"Yes  Bank Ltd has informed BSE that the Bank has allotted  3,59,850  (Th..."
526,14-03-2013,Others,"Yes Bank Ltd has informed BSE that Mr. Arun Mago, non-executive independ..."
527,11-03-2013,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 1,55,400 (One  ..."
528,12-02-2013,Others,"Yes  Bank Ltd has informed BSE that the Bank has allotted  3,94,150  (Th..."
529,30-01-2013,Others,"Yes Bank Ltd has informed BSE that Mr. S. L. Kapur, Promoter Nominee,  n..."
530,24-01-2013,Others,Yes Bank Ltd has informed BSE that a Mr. Sanjeev Kapoor has resigned as ...
531,08-01-2013,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 5,13,050 (Five ..."
532,11-12-2012,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 4,04,140 (Four ..."
533,29-10-2012,Others,Yes  Bank  Ltd has informed BSE that following eminent  persons  have  b...
534,16-10-2012,Others,"Yes  Bank Ltd has informed BSE that the Bank has allotted  5,36,825   (F..."
535,10-09-2012,Others,"Yes  Bank Ltd has informed BSE that the Bank has allotted  7,48,175  (Se..."
536,16-08-2012,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 4,85,435 (Four ..."
537,17-07-2012,Others,Yes  Bank Ltd has informed BSE regarding the disclosures pertaining to  ...
538,10-07-2012,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 9,21,300 (Nine ..."
539,02-07-2012,Others,Yes  Bank Ltd has informed BSE that the 8th Annual General  Meeting   (A...
540,15-06-2012,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 96,790 (Ninety ..."
541,25-05-2012,Others,"Yes  Bank  Ltd  has informed BSE that  Mr.   Wouter  Kolff,   non-execut..."
542,11-05-2012,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 1,77,600 (One  ..."
543,30-04-2012,Others,Yes  Bank Ltd has informed BSE that Lt.  General (Retd)   Mukesh  Sabhar...
544,16-04-2012,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 6,94,150 (Six  ..."
545,20-03-2012,Others,"Yes  Bank Ltd has informed BSE that the Bank has allotted  3,27,600  (Th..."
546,13-02-2012,Others,"Yes  Bank Ltd has informed BSE that the Bank has allotted  3,86,580  (Th..."
547,10-01-2012,Others,"Yes  Bank Ltd has informed BSE that the Bank has allotted  3,43,275  (Th..."
548,13-12-2011,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 1,67,650 (One L..."
549,11-10-2011,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 4,56,710 equity..."
550,15-09-2011,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 7,25,100 (Seven..."
551,26-07-2011,Others,"Yes Bank Ltd has informed BSE regarding a Press Release dated July 26, 2..."
552,13-07-2011,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 9,21,495 (Nine ..."
553,06-07-2011,Others,Yes Bank Ltd has informed BSE that the members at the 7th Annual General...
554,13-06-2011,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 1,63,670 (One L..."
555,04-05-2011,Others,"Yes Bank Ltd has informed BSE regarding a Press Release dated May 04, 20..."
556,25-04-2011,Others,"Yes Bank Ltd has informed BSE that:  ""There have been reports in a leadi..."
557,11-04-2011,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 7,44,975 (Seven..."
558,15-03-2011,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 36,615 (Thirty ..."
559,16-02-2011,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 1,03,054 (One L..."
560,19-01-2011,Others,"Yes Bank Ltd has informed BSE that the Bank has allotted 2,22,825 (Two L..."
