,Announcement_Date,PURPOSE,REMARKS
316,25-05-2012,Others,"Sesa Goa Ltd has informed BSE that by an Order made on April 27,  2012, ..."
317,09-05-2012,Others,Sesa  Goa  Ltd has submitted to BSE a copy of an announcement  relating ...
318,10-04-2012,Others,Sesa  Goa  Ltd has submitted to BSE a copy of Production  Release  for  ...
319,03-04-2012,Others,Sesa  Goa  Ltd  has  informed  BSE that Mr.   P.   K.  Mukherjee  has  b...
320,01-03-2012,Others,"Sesa Goa Ltd has informed BSE regarding ""Acquisition of Goa Energy  Priv..."
321,27-02-2012,Others,Sesa Goa Ltd has informed BSE that the Board of Directors of the Company...
322,23-02-2012,Others,Sesa  Goa  Ltd has submitted to BSE a copy of clarification on  the  Rec...
323,22-02-2012,Others,With  reference  to the news item appearing in a  leading  financial  da...
324,25-01-2012,Others,"Sesa  Goa Ltd has informed BSE that the Audit Committee of the Company, ..."
325,15-12-2011,Others,"Sesa Goa Ltd has informed BSE regarding a Press Release dated titled ""Is..."
326,08-12-2011,Others,"Sesa Goa Ltd has informed BSE that on December 07, 2011, Sesa Goa Limite..."
327,16-11-2011,Others,Sesa Goa Ltd has informed BSE regarding a Press Release dated November 1...
328,04-11-2011,Others,Sesa Goa Ltd has informed BSE regarding a Press Release dated November 0...
329,07-10-2011,Others,Sesa Goa Ltd has submitted to BSE a copy of Production Release for the S...
330,29-08-2011,Others,"Sesa Goa Ltd has informed BSE about the Order dated August 26, 2011 pass..."
331,25-08-2011,Others,"Sesa Goa Ltd has informed BSE that Mr. Arun Kumar Rai, Wholetime Directo..."
332,24-08-2011,Others,"Sesa Goa Ltd has informed BSE regarding ""Update on Western Cluster Limit..."
333,08-08-2011,Others,"Sesa Goa Ltd has informed BSE regarding a Press Release dated August 06,..."
334,25-07-2011,Others,Sesa Goa Ltd has informed BSE that the members at the 46th Annual Genera...
335,22-06-2011,Others,Sesa Goa Ltd has informed BSE that the Annual General Meeting (AGM) of t...
336,23-05-2011,Others,"In respect of the news report on SFIO investigation, Sesa Goa Ltd has cl..."
337,04-05-2011,Others,Sesa Goa Ltd has submitted to BSE an announcement relating to Update on ...
338,26-04-2011,Others,Sesa Goa Ltd has informed BSE that the Board of Directors of the Company...
339,20-04-2011,Others,"Sesa Goa Ltd has informed BSE that:  ""This is with reference to the Open..."
340,19-04-2011,Others,Sesa Goa Ltd has submitted to BSE an announcement relating to clarificat...
341,15-04-2011,Others,Sesa Goa Ltd has informed BSE that the members of the Company by way of ...
342,08-04-2011,Others,"Sesa Goa Ltd has informed BSE regarding a Press Release dated April 08, ..."
343,07-04-2011,Others,Sesa Goa Ltd has informed BSE about an announcement relating to posting ...
344,06-04-2011,Others,Sesa Goa Ltd has submitted to BSE an announcement relating to receipt of...
345,22-03-2011,Others,Sesa Goa Ltd has submitted to BSE a copy of an announcement relating to ...
346,14-03-2011,Others,Sesa Goa Ltd has informed BSE that members of the Company will consider ...
347,15-02-2011,Others,"Sesa Goa Ltd has informed BSE that Hon'ble Supreme Court of India has, v..."
